make,Year,mpg,Displacement,price
Cadillac,2015,19.0,2.0,18800
Cadillac,2015,21.0,2.0,18800
Cadillac,2015,21.0,2.5,18800
Buick,2015,25.0,1.4,17000
Chevrolet,2017,25.0,1.4,14800
Hyundai,2016,22.0,2.0,14900
Hyundai,2016,25.0,2.4,14900
Hyundai,2016,28.0,1.6,14900
Jaguar,2018,20.0,3.0,31499
Jaguar,2018,25.0,2.0,31499
Jaguar,2018,31.0,2.0,31499
Nissan,2015,27.0,2.5,14900
Nissan,2015,22.0,3.5,14900
Lexus,2015,21.0,3.5,23000
Honda,2016,18.0,3.5,21100
Honda,2016,21.0,3.5,21100
Honda,2016,21.0,3.5,21100
Honda,2016,23.0,2.4,21100
Honda,2016,27.0,2.4,21100
Honda,2016,26.0,2.4,21100
Hyundai,2013,22.0,2.0,12000
Hyundai,2013,24.0,2.4,12000
Hyundai,2013,24.0,2.4,12000
Kia,2017,20.0,3.3,28555
Subaru,2017,20.0,2.0,23900
Subaru,2017,18.0,2.0,23900
Subaru,2017,17.0,2.5,23900
Nissan,2015,27.0,2.5,13900
Nissan,2015,22.0,3.5,13900
Chrysler,2016,19.0,3.6,22300
Chrysler,2016,19.0,3.6,22300
Chrysler,2016,16.0,5.7,22300
Cadillac,2015,17.0,3.6,20999
Dodge,2017,17.0,3.6,16200
Dodge,2017,17.0,3.6,16200
Chevrolet,2016,43.0,1.5,18300
Chevrolet,2015,13.0,7.0,19100
Chevrolet,2015,15.0,6.2,19100
Chevrolet,2015,19.0,3.6,19100
Chevrolet,2015,18.0,3.6,19100
Chevrolet,2015,17.0,3.6,19100
Chevrolet,2015,16.0,6.2,19100
Chevrolet,2015,12.0,6.2,19100
Chevrolet,2015,14.0,6.2,19100
Chevrolet,2017,19.0,3.6,26900
Chevrolet,2017,16.0,6.2,26900
Chevrolet,2017,20.0,2.0,26900
Chevrolet,2017,22.0,2.0,26900
Chevrolet,2017,16.0,3.6,26900
Chevrolet,2017,17.0,6.2,26900
Chevrolet,2017,14.0,6.2,26900
Chevrolet,2017,12.0,6.2,26900
Toyota,2015,23.0,2.5,15999
Hyundai,2017,24.0,2.0,12900
Hyundai,2017,24.0,2.0,12900
Chevrolet,2016,23.0,2.5,13200
Chevrolet,2015,18.0,3.6,18400
Chevrolet,2015,19.0,3.6,18400
Chevrolet,2015,22.0,2.5,18400
Volkswagen,2016,21.0,2.0,15200
Lexus,2015,18.0,3.5,28280
Lexus,2015,19.0,3.5,31985
Toyota,2017,27.0,1.8,14005
Toyota,2017,28.0,1.8,14005
Toyota,2017,28.0,1.8,14005
Kia,2015,24.0,1.6,12999
Kia,2015,24.0,1.6,12999
Kia,2015,23.0,2.0,12999
Lexus,2015,19.0,3.5,28380
Nissan,2016,27.0,2.5,14600
Nissan,2016,22.0,3.5,14600
Nissan,2016,22.0,3.5,22480
Chevrolet,2016,26.0,1.4,15300
Toyota,2015,23.0,2.5,17800
Lexus,2014,43.0,1.8,16800
Lexus,2016,22.0,2.0,26600
Volkswagen,2018,18.0,3.6,31460
Volkswagen,2018,22.0,2.0,31460
Chevrolet,2017,22.0,2.5,17000
Chevrolet,2017,18.0,3.6,17000
Chevrolet,2017,19.0,3.6,17000
Volkswagen,2015,25.0,1.8,13100
Volkswagen,2015,31.0,2.0,13100
Volkswagen,2015,25.0,1.8,13100
Volkswagen,2015,30.0,2.0,13100
Dodge,2016,17.0,3.6,14100
Dodge,2016,17.0,3.6,14100
Hyundai,2017,26.0,1.6,13200
Hyundai,2017,25.0,1.6,13200
Hyundai,2017,28.0,1.6,13200
Hyundai,2017,27.0,1.6,13200
Chevrolet,2016,25.0,1.8,12600
Chevrolet,2016,26.0,1.4,12600
Chevrolet,2016,26.0,1.4,12600
Chevrolet,2016,22.0,1.8,12600
Dodge,2016,19.0,2.4,20100
Dodge,2016,17.0,3.6,20100
Volkswagen,2014,29.0,2.0,12100
Volkswagen,2014,29.0,2.0,12100
Volkswagen,2014,26.0,1.8,12100
Volkswagen,2014,25.0,1.8,12100
Volkswagen,2014,24.0,2.0,12100
Volkswagen,2014,23.0,2.0,12100
Volkswagen,2014,23.0,2.0,12100
Volkswagen,2014,24.0,2.0,12100
Volkswagen,2013,22.0,2.0,12300
Volkswagen,2013,17.0,3.6,12300
Volkswagen,2013,21.0,2.0,12300
Lexus,2016,20.0,3.5,37380
Nissan,2016,22.0,3.5,20600
Nissan,2017,21.0,3.5,20100
Chevrolet,2017,43.0,1.5,21100
Hyundai,2017,26.0,1.6,11300
Hyundai,2017,27.0,1.6,11300
Honda,2014,29.0,1.8,14000
Honda,2014,22.0,2.4,14000
Honda,2014,29.0,1.8,14000
Honda,2014,28.0,1.8,14000
Kia,2015,19.0,3.3,15000
Volkswagen,2015,24.0,2.0,10600
Volkswagen,2015,23.0,2.0,10600
Volkswagen,2015,30.0,2.0,10600
Volkswagen,2015,31.0,2.0,10600
Volkswagen,2015,25.0,2.0,10600
Volkswagen,2015,25.0,1.8,10600
Volkswagen,2015,25.0,1.8,10600
Volkswagen,2015,22.0,2.0,10600
Lexus,2016,21.0,3.5,27500
Nissan,2014,19.0,3.5,15505
Lexus,2016,21.0,3.5,28900
Chrysler,2016,19.0,3.6,18599
Chrysler,2016,19.0,3.6,18599
Chrysler,2016,16.0,5.7,18599
Land Rover,2015,15.0,3.0,40855
Lexus,2014,19.0,3.5,26755
Kia,2017,25.0,1.6,13800
Kia,2017,25.0,2.0,13800
Kia,2017,24.0,1.6,13800
Kia,2017,26.0,1.6,13800
Chevrolet,2018,29.0,1.4,17100
Chevrolet,2018,27.0,1.4,17100
Chevrolet,2018,31.0,1.6,17100
Chevrolet,2018,30.0,1.6,17100
Buick,2015,25.0,1.4,13999
Lexus,2016,15.0,4.6,48680
Kia,2017,25.0,2.0,11900
Kia,2017,29.0,2.0,11900
Kia,2017,25.0,2.0,11900
Toyota,2017,21.0,3.5,16245
Toyota,2017,24.0,2.5,16245
Toyota,2016,25.0,2.5,16499
Toyota,2016,21.0,3.5,16499
Hyundai,2015,24.0,2.4,13100
Hyundai,2015,22.0,2.0,13100
Hyundai,2015,28.0,1.6,13100
Toyota,2018,24.0,2.0,26300
Toyota,2018,21.0,2.0,26300
Honda,2017,18.0,3.5,22500
Honda,2017,21.0,3.5,22500
Honda,2017,21.0,3.5,22500
Honda,2017,23.0,2.4,22500
Honda,2017,27.0,2.4,22500
Honda,2017,26.0,2.4,22500
Volkswagen,2017,20.0,2.0,18500
Hyundai,2016,28.0,1.8,14400
Hyundai,2016,27.0,1.8,14400
Hyundai,2016,24.0,2.0,14400
Hyundai,2016,24.0,2.0,14400
Chevrolet,2017,22.0,2.5,17500
Chevrolet,2017,18.0,3.6,17500
Chevrolet,2017,19.0,3.6,17500
Cadillac,2016,22.0,2.0,20200
Cadillac,2016,20.0,2.0,20200
Cadillac,2016,20.0,3.6,20200
Cadillac,2016,22.0,2.5,20200
Toyota,2016,23.0,2.5,17900
Land Rover,2016,20.0,2.0,32999
Toyota,2016,27.0,1.8,14500
Toyota,2016,28.0,1.8,14500
Toyota,2016,29.0,1.8,14500
Toyota,2016,28.0,1.8,14500
Buick,2017,25.0,1.4,16600
Buick,2017,27.0,1.4,16600
Hyundai,2016,28.0,1.8,12600
Hyundai,2016,27.0,1.8,12600
Hyundai,2016,24.0,2.0,12600
Hyundai,2016,24.0,2.0,12600
Chevrolet,2011,22.0,2.4,8800
Chevrolet,2011,17.0,3.6,8800
Chevrolet,2011,22.0,2.4,8800
Nissan,2017,27.0,2.5,16700
Nissan,2017,22.0,3.5,16700
Hyundai,2016,22.0,2.0,15800
Hyundai,2016,25.0,2.4,15800
Hyundai,2016,28.0,1.6,15800
Chevrolet,2017,30.0,1.4,15800
Chevrolet,2017,28.0,1.4,15800
Chevrolet,2017,31.0,1.6,15800
Chevrolet,2017,30.0,1.6,15800
Infiniti,2012,19.0,3.7,16400
Infiniti,2012,17.0,3.7,16400
Lexus,2016,22.0,2.0,27500
Land Rover,2017,16.0,3.0,53700
Land Rover,2017,21.0,3.0,53700
Buick,2015,25.0,1.4,12999
Kia,2016,28.0,1.6,17300
Kia,2016,22.0,2.0,17300
Kia,2016,24.0,2.4,17300
Lexus,2017,20.0,3.5,36580
Volkswagen,2013,24.0,2.0,12400
Volkswagen,2013,22.0,2.0,12400
Volkswagen,2013,29.0,2.0,12400
Volkswagen,2013,29.0,2.0,12400
Volkswagen,2013,23.0,2.0,12400
Volkswagen,2013,24.0,2.0,12400
Volkswagen,2013,24.0,2.5,12400
Volkswagen,2013,23.0,2.5,12400
Chrysler,2013,19.0,3.6,8500
Chrysler,2013,20.0,2.4,8500
Chrysler,2013,21.0,2.4,8500
Dodge,2017,17.0,3.6,16400
Dodge,2017,17.0,3.6,16400
Nissan,2015,27.0,1.8,13200
Nissan,2015,29.0,1.8,13200
Chevrolet,2015,17.0,6.2,68100
Chevrolet,2015,16.0,6.2,68100
Chevrolet,2015,13.0,6.2,68100
Chevrolet,2015,15.0,6.2,68100
Maserati,2018,14.0,3.0,68680
Audi,2016,20.0,2.0,25400
Kia,2015,18.0,3.8,16999
Kia,2015,15.0,5.0,16999
Honda,2013,18.0,3.5,18900
Honda,2013,19.0,3.5,18900
Volkswagen,2013,22.0,2.0,13700
Volkswagen,2013,17.0,3.6,13700
Volkswagen,2013,21.0,2.0,13700
Ford,2018,21.0,2.3,21999
Ford,2018,15.0,5.0,21999
Ford,2018,21.0,2.3,21999
Ford,2018,16.0,5.0,21999
Lexus,2017,20.0,3.5,38600
Dodge,2017,17.0,3.6,15700
Dodge,2017,17.0,3.6,15700
Volkswagen,2016,21.0,2.0,15300
Nissan,2016,27.0,2.5,15600
Nissan,2016,22.0,3.5,15600
Cadillac,2017,20.0,2.0,21800
Cadillac,2017,20.0,3.6,21800
Cadillac,2017,22.0,2.0,21800
Cadillac,2017,22.0,2.5,21800
FIAT,2017,27.0,1.4,15400
FIAT,2017,31.0,1.4,15400
FIAT,2017,24.0,1.4,15400
FIAT,2017,28.0,1.4,15400
Toyota,2016,27.0,1.8,13465
Toyota,2016,28.0,1.8,13465
Toyota,2016,29.0,1.8,13465
Toyota,2016,28.0,1.8,13465
Subaru,2017,20.0,2.0,26280
Subaru,2017,18.0,2.0,26280
Subaru,2017,17.0,2.5,26280
Chevrolet,2015,13.0,7.0,17900
Chevrolet,2015,15.0,6.2,17900
Chevrolet,2015,19.0,3.6,17900
Chevrolet,2015,18.0,3.6,17900
Chevrolet,2015,17.0,3.6,17900
Chevrolet,2015,16.0,6.2,17900
Chevrolet,2015,12.0,6.2,17900
Chevrolet,2015,14.0,6.2,17900
Lexus,2016,21.0,3.5,23999
Acura,2015,24.0,2.4,21100
Acura,2015,21.0,3.5,21100
Lexus,2015,18.0,3.5,23600
Nissan,2015,27.0,2.5,13299
Nissan,2015,22.0,3.5,13299
Land Rover,2016,14.0,5.0,61699
Land Rover,2016,17.0,3.0,61699
Nissan,2016,22.0,3.5,17999
Dodge,2017,19.0,2.4,18300
Dodge,2017,17.0,3.6,18300
Nissan,2017,21.0,3.5,26600
Toyota,2017,23.0,2.5,19300
Nissan,2017,20.0,3.5,16100
Land Rover,2016,14.0,5.0,39755
Land Rover,2016,17.0,3.0,39755
Cadillac,2015,18.0,3.6,20000
Cadillac,2015,19.0,2.0,20000
Cadillac,2015,21.0,2.0,20000
Cadillac,2015,21.0,2.5,20000
Nissan,2015,27.0,1.8,10999
Nissan,2015,29.0,1.8,10999
Cadillac,2014,18.0,3.6,23100
Cadillac,2014,14.0,6.2,23100
Cadillac,2014,12.0,6.2,23100
Hyundai,2018,28.0,2.0,20300
Hyundai,2018,26.0,2.0,20300
Hyundai,2018,26.0,1.6,20300
Hyundai,2018,22.0,1.6,20300
Hyundai,2018,32.0,1.4,20300
Ford,2013,19.0,3.7,29800
Ford,2013,19.0,3.7,29800
Ford,2013,18.0,5.0,29800
Ford,2013,16.0,5.0,29800
Ford,2013,15.0,5.8,29800
Honda,2015,19.0,3.5,22199
Volkswagen,2016,20.0,3.6,17300
Volkswagen,2016,25.0,1.8,17300
Nissan,2017,27.0,1.8,12600
Nissan,2017,29.0,1.8,12600
Nissan,2017,26.0,1.6,12600
Nissan,2017,27.0,1.6,12600
Nissan,2017,21.0,3.5,21000
Lexus,2016,22.0,2.0,26400
Buick,2017,25.0,1.4,24500
Buick,2017,27.0,1.4,24500
Nissan,2017,27.0,2.5,12999
Nissan,2017,22.0,3.5,12999
Dodge,2017,17.0,3.6,16000
Dodge,2017,17.0,3.6,16000
Chevrolet,2017,30.0,1.4,16000
Chevrolet,2017,28.0,1.4,16000
Chevrolet,2017,31.0,1.6,16000
Chevrolet,2017,30.0,1.6,16000
Cadillac,2016,22.0,2.0,24400
Cadillac,2016,20.0,2.0,24400
Cadillac,2016,20.0,3.6,24400
Cadillac,2016,22.0,2.5,24400
Land Rover,2015,21.0,2.0,23999
Dodge,2016,17.0,3.6,15700
Dodge,2016,17.0,3.6,15700
Chevrolet,2018,29.0,1.4,15799
Chevrolet,2018,27.0,1.4,15799
Chevrolet,2018,31.0,1.6,15799
Chevrolet,2018,30.0,1.6,15799
Land Rover,2015,21.0,2.0,25599
Toyota,2017,21.0,3.5,14900
Toyota,2017,24.0,2.5,14900
Chevrolet,2013,35.0,1.4,13800
Chevrolet,2016,23.0,2.5,14100
Audi,2018,25.0,2.0,34180
Hyundai,2015,24.0,2.4,12599
Hyundai,2015,22.0,2.0,12599
Hyundai,2015,28.0,1.6,12599
Hyundai,2013,18.0,3.8,12800
Chevrolet,2015,18.0,3.6,15855
Chevrolet,2015,19.0,3.6,15855
Chevrolet,2015,22.0,2.5,15855
Volkswagen,2017,28.0,1.4,13500
Volkswagen,2017,28.0,1.4,13500
Volkswagen,2017,24.0,2.0,13500
Volkswagen,2017,23.0,2.0,13500
Volkswagen,2017,25.0,1.8,13500
Buick,2015,25.0,1.4,19100
Toyota,2016,27.0,1.8,13700
Toyota,2016,28.0,1.8,13700
Toyota,2016,29.0,1.8,13700
Toyota,2016,28.0,1.8,13700
Volkswagen,2015,24.0,2.0,13000
Volkswagen,2015,23.0,2.0,13000
Volkswagen,2015,30.0,2.0,13000
Volkswagen,2015,31.0,2.0,13000
Volkswagen,2015,25.0,2.0,13000
Volkswagen,2015,25.0,1.8,13000
Volkswagen,2015,25.0,1.8,13000
Volkswagen,2015,22.0,2.0,13000
Acura,2016,25.0,2.4,15999
Nissan,2017,21.0,3.5,19999
BMW,2015,28.0,1.5,70299
Nissan,2016,27.0,1.8,10999
Nissan,2016,29.0,1.8,10999
Volkswagen,2012,30.0,2.0,9600
Volkswagen,2012,22.0,2.5,9600
Volkswagen,2012,22.0,2.5,9600
Volkswagen,2012,20.0,3.6,9600
Toyota,2016,23.0,2.5,18600
Nissan,2016,31.0,1.6,11400
Nissan,2016,27.0,1.6,11400
Nissan,2016,26.0,1.6,11400
Buick,2015,25.0,1.4,17200
Toyota,2016,27.0,1.8,15200
Toyota,2016,28.0,1.8,15200
Toyota,2016,29.0,1.8,15200
Toyota,2016,28.0,1.8,15200
Honda,2015,29.0,1.8,14800
Honda,2015,29.0,1.8,14800
Honda,2015,28.0,1.8,14800
Honda,2015,22.0,2.4,14800
Chevrolet,2015,13.0,7.0,30100
Chevrolet,2015,15.0,6.2,30100
Chevrolet,2015,19.0,3.6,30100
Chevrolet,2015,18.0,3.6,30100
Chevrolet,2015,17.0,3.6,30100
Chevrolet,2015,16.0,6.2,30100
Chevrolet,2015,12.0,6.2,30100
Chevrolet,2015,14.0,6.2,30100
Hyundai,2015,24.0,2.4,14600
Hyundai,2015,22.0,2.0,14600
Hyundai,2015,28.0,1.6,14600
Infiniti,2015,20.0,3.7,24600
Audi,2016,23.0,1.8,16999
